Sentence,Emotion
"AQ, Team 2, camping is negatief.",sadness
We hebben hier en daar mensen bevraagd die wel aanwezig zijn...,neutral
is het Aygun en Rajiv gelukt om ongezien Rotterdam uit te komen.,happiness
"En ze zijn nu in Amersfoort, bij kennissen.",neutral
Jij wilt niet weten wat voor stress we vandaag hebben meegemaakt.,sadness
Hallo. Hello.,neutral
Dank je wel. Thanks.,happiness
Hoi. Toch.,neutral
"We zijn er, schat.",happiness
en ze sluiten niet uit dat hij ze nog een keer te hulp zal schieten.,happiness
"Als dat zo is, willen de hunters daarbij zijn.",neutral
Die vader heeft die gasten waarschijnlijk gebracht...,surprise
Met de achterliggende reden dat we er later nog op willen investeren?,neutral
Ze gaan een bakel onder die auto doen.,happiness
Maar het is heel logisch dat je daar...,surprise
"Team 2, haak u over.",neutral
Zouden jullie willen gaan richting Leiden?,neutral
"Een verhoor van die vader, alsof we van niks weten?",sadness
Dan verdelen we de zaken en kan de jacht los.,happiness
Ik moet echt weg.,fear
Dat hoofdkantoor zit hier in Rotterdam.,neutral
We zijn hier binnen twee minuten.,happiness
Bijna iedereen is weg van de startlocatie.,surprise
Op twee koppels na.,surprise
Een van die twee is het voortvluchtige duo Bishan en Shiva.,neutral
Twee trotse Venlo'ers en boezemvrienden.,happiness
Die wel van spanning houden.,neutral
Wat wil je nou gaan doen? We moeten weg.,fear
Welke kant op? Die kant op.,sadness
Ik zag daar allemaal dingen.,neutral
In stress doen wij samen het heel goed.,happiness
We kunnen elkaar goed scherp houden.,happiness
"Als de een afzwakt, weet de ander elkaar weer scherp te krijgen.",happiness
"Ze zeggen van kom op, even focus, en dan weer door.",happiness
"Luister, wat gaan we nou doen?",sadness
Echt stress hebben wij nooit.,happiness
Niet dat we daaraan onderdoor gaan.,happiness
Dat we dan stil komen te vallen.,fear
Of dat we niet meer weten wat we moeten doen.,fear
Concrete plannen hebben we niet gemaakt.,surprise
We willen op dat moment kijken wat het beste is.,happiness
En op basis daarvan beslissingen nemen.,happiness
We gaan naar het station kijken of we onderweg iets kunnen fixen.,happiness
Daar gewoon pinnen en wegwezen.,happiness
De plan is altijd spelbaar.,happiness
"En als we zelf niet weten wat we gaan doen, weten de onderzoekers het ook niet.",happiness
Station dan.,neutral
En dan richting Eindhoven.,happiness
Dan weten ze dat we daaruit stappen.,surprise
"Maar als we dat niet uitchecken, weten ze ook dat we dat niet...",surprise
Weet je wat we doen?,neutral
We stappen in station 1 of 2 voor eerder uit.,happiness
"Als we helemaal gaan, moeten we gewoon gaan.",neutral
En dan zien we waar het heen ligt.,neutral
Dan denken ze dat wij daar zijn uitgestapt.,happiness
De hunters halen alles uit de kast om dit te voorkomen.,neutral
Zoeken op 1. Op 1. Machtiging vragen.,happiness
Machtiging vragen op 1.,happiness
"Team 2, team 3, houtrakkerweg nummer 1.",neutral
Vanuit het hoofdkwartier maken zij jacht op de wortvluchtigen.,neutral
Waar wachten we op?,neutral
Aan het hoofd van het team staat zoals altijd...,neutral
oud-politiecommissaris Sander Schaapman.,happiness
500 euro als het leidt tot de aanhouding.,happiness
De operationeel leider is Marcel van der Ven.,happiness
Hij maakt er jarenlang deel uit van een specialistische eenheid...,happiness
die georganiseerde misdaad en terrorisme bestrijdt.,happiness
En hij weet hoe moeilijk het voor een wortvluchtige is...,surprise
is dat je je niet laat leiden door je stress.,fear
Dus wat je van plan bent.,neutral
"Want je verrader, die slaapt nooit.",fear
Hij stuurt een team aan van tactisch rechercheurs.,happiness
"Analysten, digitale rechercheurs en drie mobiele hunterteams.",happiness
De wortvluchtigen worden gezien als AAA-criminelen.,disgust
En daarom zijn de bevoegdheden van dit team groot.,happiness
Van telefoontabs tot cartracking en het inzetten van hackbevoegdheden.,happiness
Alle middelen staan tot hun beschikking om de wortvluchtige te pakken.,neutral
We hebben een onwijs goed team die gretig is...,happiness
en zich absoluut niet meer van de wijs laat nemen.,neutral
Het zal me eer te na zijn dat er ook nog maar eentje overblijft dit jaar.,happiness
Wie lukt het uit handen te blijven van de hunters?,neutral
De twaalf personen zijn thuis opgehaald...,surprise
Ergens in Nederland.,neutral
Tot jullie spreekt de winnaar van Hunted Fips.,happiness
Ik was de nummer twee. Luister goed naar wat wij te zeggen hebben.,neutral
Voor jullie ligt een kaartje.,neutral
Schrijf daar de naam op van iemand die je 100% vertrouwt.,neutral
Wie is dat?,neutral
We halen heel veel camera's.,neutral
Is ze slim genoeg om ons te helpen?,neutral
Ze heeft alles gezien.,surprise
Die persoon krijgt precies na zeven dagen...,neutral
Maar waar staat de pinautomaat? Is dat in het station?,sadness
"Ja, ik denk het wel.",happiness
"Het is niet goed voor je bloeddruk, dit.",disgust
"Ik denk dat gedisciplineerd te werk gaan, dat is gewoon de key.",surprise
Je kan dus hier ook metro en bus pakken. En tram. Eigenlijk is prachtig.,happiness
Ik ga juist beneden even alles bekijken.,neutral
"En als je nog een busje kan regelen, is het nog beter misschien.",happiness
"We zijn er niet voor niks met z'n tweeën, dus daar moeten we ook echt gebruik van maken.",surprise
dat we willen winnen. En we doen gewoon alles wat daarvoor nodig is.,neutral
"Meneer, meneer. Zouden wij vijf minuutjes met u mee mogen rijden?",happiness
Met u mee mogen rijden?,sadness
We gaan naar Den Haag.,neutral
"Ja? Oké, ik ben over één minuut terug.",happiness
"We hebben echt al zoveel samen meegemaakt. We leven samen, dus dit kunnen we ook aan.",happiness
"En zolang we elkaar scherp houden, dan zijn we het echt perfecte duo.",happiness
"Kelly, go, go, go.",happiness
We willen gewoon eens het tegendeel bewijzen en het eerste vrouwelijke duo worden...,neutral
wat samen de finishline gaat behalen.,happiness
"O, jullie zijn helden.",happiness
Dank je wel. Doei.,happiness
Hopen.,happiness
"O, god. Dan liggen we straks binnen twee dagen uit.",fear
Terwijl Romy en Kelly een beetje op adem komen...,happiness
"is Hunter Team 3 in IJsselstein bij Milanne, een hele goede vriendin van Kelly.",neutral
en Milanne mogelijk meer weet.,neutral
Maar de hunters zijn zo kort na de start vooral geïnteresseerd in digitale sporen...,neutral
die mogelijk nog niet zijn gewist.,surprise
"Hoi, wij zijn hier om jou aan het spreken te gaan.",neutral
"Lilianne, zou ik van jou jouw telefoon even mogen hebben?",happiness
Zou je die van mij willen ontgrendelen? Heb je een iPhone?,neutral
"Mooi, perfect.",happiness
"Kun je wat vertellen over het leven van Kelly, wat zij zoal doet?",neutral
Dagelijks leven?,neutral
Ze werkt bij een sportmarkt in Braille.,neutral
"Ja? Kijk, die willen we allemaal hebben.",happiness
Op het hoofdkwartier zit digitaal-rechercheur Martijn inmiddels in de telefoon van Milanne...,neutral
en daar stuit hij op een verdachte chatsessie.,surprise
Niets gedeeld met jullie?,neutral
"Nee, we hebben niks gedeeld. We weten echt niks.",sadness
Jullie namen dit risico.,happiness
En daarom zitten jullie in deze geheime ruimte.,neutral
Jullie krijgen later bijzondere opdrachten.,neutral
En jullie kunnen ook via de geheime gang meekijken in het huis.,neutral
Oké.,neutral
Doe dit steeds in volledige stilte.,neutral
Het meekijken is belangrijk om jullie opdrachten te laten slagen.,neutral
Ik stel voor...,neutral
Ik wil dat jullie al eens gaan meekijken.,neutral
"Als het licht groen is, kunnen jullie gaan.",neutral
En bij een rood licht mogen jullie de geheime gang niet in.,neutral
"Belangrijk nog, jullie moeten volledig in het zwart gekleed zijn...",neutral
als jullie de gang ingaan.,neutral
Veel succes en wees stil.,neutral
"Ik ga mijn hakken dan wel uit doen, als we zorgen.",happiness
Want dat hoort geheim.,neutral
Dit was de laatste bewoner die via de studio het huis in wordt gestuurd.,neutral
Maar Dylano is absoluut niet de laatste.,neutral
Tijdens deze uitzendingen zag je wat vage beelden van de koffers...,neutral
Die koffers zijn in een aparte ruimte gezet...,neutral
want vijf nieuwbewoners worden voor een spannende keuze gesteld.,happiness
Wie die vijf nieuwbewoners zijn en welke belangrijke keuze zij moeten maken...,neutral
dat horen ze nu van Big Brother zelf.,neutral
Ik denk dat ik er helemaal klaar voor ben.,happiness
"Ik ben nieuwsgierig, dus...",neutral
laat de wedstrijd beginnen.,happiness
"Je had het misschien niet voorspeld, maar mijn naam is Dylano.",neutral
"Ik ben een nieuwsgierig, dus ik ga het gewoon op me laten afkomen.",neutral
"Je had het misschien niet voorspeld, maar mijn spel begint nu.",happiness
"Zo, nu al.",neutral
Top. Ik ben er klaar voor.,happiness
Jij gebruikt soms kaarten om in de toekomst te kijken.,neutral
Wat hebben de kaarten je verteld over dit avontuur?,neutral
"Wat de kaarten mij hebben laten zien, is dat er een overwinning aankomt.",happiness
Maar dat kan je eigenlijk op meerdere manieren interpreteren.,sadness
Dus eigenlijk is het al een overwinning dat ik het huis in mag.,happiness
Je hebt al afscheid moeten nemen van je GSM. Deed dat pijn?,neutral
It's oké.,happiness
"Basiri, kom naar de dagboekkamer en neem je kistje mee.",neutral
Easy.,happiness
"Randy, ben je er helemaal klaar voor?",neutral
Ik ben helemaal ready.,happiness
Dan wens ik je veel succes.,happiness
Ik voel enorm veel druk.,fear
Dus daar wil ik alles op alles voor zetten...,neutral
om voor Lennie zijn koffer binnen te slepen.,neutral
"Randy, dan wil ik nu graag van jou horen...",neutral
welk oog jij denkt dat het oog van Lennie jouw duopartner is.,neutral
Dan ga ik voor...,happiness
14.,neutral
"Ja, dat is pittig, man.",neutral
Ik voel een teleurstelling.,sadness
Een stukje vertrouwen wat ik hem wil geven...,sadness
kon ik hem op dat moment niet geven.,sadness
Is niet erg.,neutral
Daar is hij. Hij is geslapen.,surprise
"Heb je al een idee, Sonja?",neutral
"Ja, ik weet het, denk ik.",happiness
"Vertel, Sonja. Welk oog...",neutral
Ik denk 27.,neutral
Is dat je definitieve keuze?,neutral
En dat is het oog van Lennie?,neutral
Dat is wat ik bij de euro was.,surprise
"Als je hier bent, drie keer toeteren.",happiness
"Als je drie keer toetert, weten we dat je er bent.",happiness
"Kan je het nummer wisselen, alsjeblieft?",neutral
We moeten verschuilen ergens.,fear
Even denken. We moeten ergens...,sadness
Daar is een hek.,neutral
"Ik zou dit maar met één persoon willen doen, en dat is met eigen.",neutral
"Ja, en ik denk dat er niemand anders is die mij zo goed kent.",sadness
Dief is wel de enige persoon met wie ik dit zou aandoen.,neutral
"Als ik dit met mijn moeder zou doen, dan liggen we er met een uur.",happiness
Daar geef ik mezelf aan met een uur.,neutral
Oké. Top.,happiness
Meer rustie.,neutral
"Jongens, we hebben beelden van het wegrijden van een vrachtwagen.",happiness
Er komen beelden van die vrachtwagen.,neutral
Waarschijnlijk kunnen die zeecontainer identificeren.,happiness
"Kenteken is 44, Whiskey, November, Juliet, Golf.",neutral
"44, Whiskey, November, Juliet, Golf.",neutral
AMPR.,neutral
"Whiskey, November, Juliet, Golf. 44.",neutral
"Alle teams voor HQ, we hebben een kenteken van de oplegger.",happiness
"Dat is 44, Whiskey, November, Juliet, Golf.",neutral
"Ik herhaal 44, Whiskey, November, Juliet, Golf.",neutral
"Hier is het druk, maat. Rechtdoor.",neutral
We pinnen gewoon. Max Scheldt had kunnen pinnen.,neutral
En dat is op het centraal station...,neutral
dat volhangt met beveiligingscamera's.,fear
Niet zonder risico.,fear
Ik kan niet met helden nadenken. Wie ken je hier in de buurt?,sadness
Kijk hoe ik best...,sadness
Alles is zo veranderd,surprise
Alles gaat niet zo vlug,surprise
Mooi.,happiness
"Nee, die indertussen vrouw, hè. Ik voelde het echt.",surprise
"Wauw. Dat wordt heel plezant in het huis, denk ik.",happiness
"Die koffer, die blijft hier.",neutral
"Wat ik wel voor jou heb, zijn vijf coins.",neutral
Alsjeblieft. Dank je wel.,happiness
Jij kan van ons ook een hint kopen.,neutral
En dan moet jij twee coins teruggeven.,neutral
Met die hint kom jij iets te weten dat jou een voordeel kan opleveren.,neutral
Je kan ook het huis in met vijf coins zonder hint.,neutral
"Nee, ik ga zo. Ik hou er coins.",neutral
Het gaat beginnen. Nog één keer een applaus voor Lady.,happiness
Lady. Lady.,neutral
Hai.,neutral
"Staat er iemand aan de grond? O, mijn God.",surprise
Hallo. Hallo.,neutral
"Hai, Lady. Aangenaam. Ellis.",happiness
Lady. Leiden. Aangenaam.,happiness
Basini. Lady.,neutral
"Hoi, Lady. Eslie. Hoi, Lady.",neutral
"Gezellig, of niet? Ja, leuk, hè?",happiness
"Mooi. Ja, mooi, hè?",happiness
Heb je er wat aan? Wil je wat delen?,neutral
Ik ben Sjongen van Broek. Echt?,surprise
Maar je hebt er zang en muziek aan.,happiness
Nederlandstalig en ik zing over mijn cultuur ook.,happiness
Daarom heb ik ook meegedaan.,happiness
Ik heb nog nooit een woonwagenbewoner gezien in dit huis.,surprise
Ik wil eigenlijk een beetje norm en waarde.,happiness
"Kijk, ik loop hier met schoenen binnen.",neutral
"Ah, je bent zo free, man.",happiness
"Iedereen loopt met schoenen binnen, maar dat wil ik eigenlijk...",happiness
Moet je eens kijken. Het is allemaal nieuw en het blijft mooi.,happiness
En ik woon gewoon op een normaal huisje zonder wielen.,neutral
Alle teams richting Rotterdam.,neutral
Euromast Rotterdam.,neutral
Het hoofdkwartier wordt ondersteund door drie mobiele hunterteams.,neutral
Zij wachten strategisch over het land verspreid op instructies.,neutral
"Team 3, we hebben één uur reistijd.",neutral
"Team 2, 44 minuten Rotterdam.",neutral
"HQ, team 1 hier. 26 minuten.",neutral
"ITE Rotterdam, Euromast.",neutral
"Jongens, we gaan eerst kijken wie zijn en dan gaan we verder.",neutral
Een politieeenheid stormt niet zomaar ergens op af.,neutral
Het is belangrijk om eerst zorgvuldig uit te zoeken met wie je te maken hebt.,neutral
Bovendien gaan de hunters ervan uit,neutral
dat de voortvluchtigen zich meteen verspreiden over de stad.,neutral
Iemand die ons wil helpen? Klein stukje?,happiness
Hebben jullie toevallig een auto mee?,happiness
Is dat een waterbusje?,neutral
Is dat een watertaxi? Ja.,surprise
Ik ga de CCTV opvragen.,neutral
Cameras opvragen in die omgeving.,neutral
Daar gaan we nu toe. Steek het woord over.,neutral
Iemand beschikking tot een auto of busje?,neutral
Nee? Dit is echt kut.,sadness
Kom op scherp. Meteen de patiënten bovenop.,fear
"Als er een inval komt, verwerken we die op.",happiness
Nu komen ze van die weg af. Laten we naar het park gaan.,happiness
En dan de andere kant van het park. We zien wel waar we uitkomen.,neutral
"Foto's, walen.",neutral
Inventariseren en aanleggen van die foto's.,neutral
"Selmar, ik wil snel mogelijk weten wie dit zijn.",neutral
"Ik wil alles van ze weten. Telefoons, bankrekeningen.",neutral
Alles wil ik weten. Wanneer zouden deze schepen gaan?,neutral
Kunnen we ook vragen.,neutral
Vragen of we mee mogen.,happiness
Erasmus.,neutral
"Selmar, heb jij de paalgegevens opgevraagd? Ja.",neutral
"Marcel, het ligt vlakbij het water.",neutral
"Misschien kunnen die veerboten, speedos, et cetera, het dichtzetten.",neutral
"Hé, boys, tot straks. Boys?",neutral
"Hé, boys, tot straks.",neutral
We weten nu zeker dat de volgende waarschijnlijk van mij zou zijn.,happiness
"Ja, en ik ben solo. Ik ben zo benieuwd.",neutral
Ik denk dat het een vrouw is op leeftijd.,neutral
Hoe oud ben je? 26.,neutral
"Jij? Ik ga de oudste zijn, denk ik.",surprise
"Nee, denk ik niet. Hoe oud ben je? 53.",surprise
"Ja, want er is nog iemand die is 52. Nee!",surprise
MUZIEK,neutral
Deze is sowieso van mij. Deze is voor jou.,happiness
"Deze, denk ik, is voor mij. Of van jou.",neutral
Hallo!,neutral
"Alice, voor jou heb ik Karen uitgekozen.",neutral
Wat gezellig.,happiness
"Dat is dus voor jou, hè?",surprise
"Nee, ik heb gevoel dat er iemand anders komt.",happiness
Je kunt lekker met mij delen. Dat komt helemaal goed.,happiness
"Alice en Karen, ik denk dat jullie een goed en sterk duo vormen.",happiness
Dat denk ik ook wel. Dat komt helemaal goed.,happiness
Ga naar de badkamer om daar elkaar beter te leren kennen.,neutral
"Oké, we mogen naar de badkamer. Ga gelijk met mij mee.",neutral
